site,page_content,device,run,tested_url,fetch_time_utc,lighthouse_version,score,fcp_ms,lcp_ms,tbt_ms,cls,speed_index_ms
Docs7,Generated diagrams,desktop,10,https://upstash-context7.docs7.io/docs/docs7/components/mermaid,2026-09-17T11:14:03.546Z,13.4.1,98,321.00938679420904,661.0226847526719,127.99843553429866,0.004190769188526295,636.1499491692558
Mintlify,Generated diagrams,desktop,1,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T08:59:59.008Z,13.4.1,81,496.70627023302916,901.040770469161,385.5,0.033410090124614135,1366.7116010885436
Mintlify,Generated diagrams,desktop,2,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T09:00:48.597Z,13.4.1,88,467.81314907310855,982.026721415488,265.50000000000045,0.033410090124614135,1192.9489077354597
Mintlify,Generated diagrams,desktop,3,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T09:04:08.236Z,13.4.1,97,460.17867298101345,941.0205127489868,111,0.033410090124614135,1121.8886873681377
Mintlify,Generated diagrams,desktop,4,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T10:48:07.993Z,13.4.1,96,461.85987952961034,1102.0473313257826,104.49999999999955,0.033685701861437246,1089.9694867232529
Mintlify,Generated diagrams,desktop,5,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T10:51:50.340Z,13.4.1,94,461.61680417715786,842.0181331575432,177,0.04038222004946602,1101.854294338817
Mintlify,Generated diagrams,desktop,6,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T10:56:50.138Z,13.4.1,76,474.6948993664083,922,544,0.033410090124614135,1228.968348126728
Mintlify,Generated diagrams,desktop,7,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T11:00:17.961Z,13.4.1,77,473.86078794672795,942.0336133095864,452.00000000000045,0.033410090124614135,1589.9017545809168
Mintlify,Generated diagrams,desktop,8,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T11:05:20.565Z,13.4.1,95,464.75896159178103,902.0266278703884,163.49999999999977,0.033685701861437246,1050.2600303258746
Mintlify,Generated diagrams,desktop,9,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T11:08:46.612Z,13.4.1,98,477.4819478593632,702.012750013711,101.5,0.033410090124614135,1060.5405687437337
Mintlify,Generated diagrams,desktop,10,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T11:14:05.956Z,13.4.1,86,476.1359146182682,942.026200841114,304,0.033410090124614135,1215.8940426918846
Docs7,Generated diagrams,mobile,1,https://upstash-context7.docs7.io/docs/docs7/components/mermaid,2026-09-17T08:59:46.919Z,13.4.1,90,1201.0128382990088,3301.0427943300297,167.5,0,2042.2571012052333
Docs7,Generated diagrams,mobile,2,https://upstash-context7.docs7.io/docs/docs7/components/mermaid,2026-09-17T09:00:47.902Z,13.4.1,60,2107.040890782342,8118.236748925478,408,0,5204.785620859293
Docs7,Generated diagrams,mobile,3,https://upstash-context7.docs7.io/docs/docs7/components/mermaid,2026-09-17T09:03:51.395Z,13.4.1,77,1201.0153242547458,3151.0485268066946,663.5,0,2351.5016640084464
Docs7,Generated diagrams,mobile,4,https://upstash-context7.docs7.io/docs/docs7/components/mermaid,2026-09-17T10:46:34.813Z,13.4.1,68,2105.019736845328,8046.127447659098,136,0,5325.875756225814
Docs7,Generated diagrams,mobile,5,https://upstash-context7.docs7.io/docs/docs7/components/mermaid,2026-09-17T10:51:36.206Z,13.4.1,90,1201.0138000122993,3301.0460000409985,119,0,3335.378356082938
Docs7,Generated diagrams,mobile,6,https://upstash-context7.docs7.io/docs/docs7/components/mermaid,2026-09-17T10:56:46.330Z,13.4.1,81,1201.0118730502054,3001.0356191506157,540.5,0,2156.6129734980423
Docs7,Generated diagrams,mobile,7,https://upstash-context7.docs7.io/docs/docs7/components/mermaid,2026-09-17T11:00:08.049Z,13.4.1,92,1201.0177318679207,3151.056150915081,154.5,0,2153.7059130613898
Docs7,Generated diagrams,mobile,8,https://upstash-context7.docs7.io/docs/docs7/components/mermaid,2026-09-17T11:05:12.059Z,13.4.1,94,1201.0098684310415,2851.0279605546175,133,0,2110.0991267185004
Docs7,Generated diagrams,mobile,9,https://upstash-context7.docs7.io/docs/docs7/components/mermaid,2026-09-17T11:08:35.928Z,13.4.1,87,1201.5157930160358,2851.544746878769,349,0,2220.5235970889207
Docs7,Generated diagrams,mobile,10,https://upstash-context7.docs7.io/docs/docs7/components/mermaid,2026-09-17T11:13:55.887Z,13.4.1,91,1201.011873241072,3076.0366091599726,195,0,2254.5173375362247
Mintlify,Generated diagrams,mobile,1,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T08:59:51.571Z,13.4.1,53,1686.9063546628515,12396.569584086657,614.4999999999982,0,6145.112730011466
Mintlify,Generated diagrams,mobile,2,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T09:15:39.106Z,13.4.1,52,1688.0158104666953,13076.95853994671,652,0,6264.4633986229455
Mintlify,Generated diagrams,mobile,3,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T09:03:59.057Z,13.4.1,92,1700.4818282599576,2776.022756047394,148,0,3637.123077605848
Mintlify,Generated diagrams,mobile,4,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T10:46:38.319Z,13.4.1,65,1687.723443556129,7303,0,0,16323.834881421177
Mintlify,Generated diagrams,mobile,5,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T10:51:40.307Z,13.4.1,90,1672.703695395625,2701.018634859498,222,0,3674.0736010962128
Mintlify,Generated diagrams,mobile,6,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T10:56:47.052Z,13.4.1,51,3010.0251932626193,12151.11057043038,477.0000000000009,0,6823.964337025223
Mintlify,Generated diagrams,mobile,7,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T11:00:08.483Z,13.4.1,61,3007.0462895640085,12916.214732144146,153,0,6964.004025548835
Mintlify,Generated diagrams,mobile,8,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T11:05:15.090Z,13.4.1,58,1686.2942587769326,8105.048889827123,490,0,5424.382113665152
Mintlify,Generated diagrams,mobile,9,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T11:08:40.057Z,13.4.1,62,1687.2213816370763,8187,401,0,4796.396783858287
Mintlify,Generated diagrams,mobile,10,https://context7.mintlify.dev/docs/docs7/components/mermaid,2026-09-17T11:14:02.841Z,13.4.1,51,3009.5108497371575,13120.46575746628,526,0,6431.269055593577
Docs7,Cards and code,desktop,1,https://upstash-context7.docs7.io/docs/overview,2026-09-17T08:58:20.387Z,13.4.1,71,441.0123820336449,976.0178851597094,762.9986242184839,0.0003802657627045801,1133.086074644436
Docs7,Cards and code,desktop,2,https://upstash-context7.docs7.io/docs/overview,2026-09-17T09:02:25.732Z,13.4.1,94,441.00874493431047,761.0165182092529,196.99951417031605,0.0003802657627045801,559.4578602975807
Docs7,Cards and code,desktop,3,https://upstash-context7.docs7.io/docs/overview,2026-09-17T09:02:45.573Z,13.4.1,93,441.0116601874859,761.0220247985843,204.9987044236126,0.0003802657627045801,789.8308516195686
Docs7,Cards and code,desktop,4,https://upstash-context7.docs7.io/docs/overview,2026-09-17T10:48:59.771Z,13.4.1,100,321.00631021829986,561.0126204365996,68.99947414847497,0.0003802657627045801,439.3927588119574
Docs7,Cards and code,desktop,5,https://upstash-context7.docs7.io/docs/overview,2026-09-17T10:50:31.559Z,13.4.1,95,321.00728991072117,661.0176172842426,174.99939250743978,0.0003802657627045801,503.96272957926226
Docs7,Cards and code,desktop,6,https://upstash-context7.docs7.io/docs/overview,2026-09-17T10:58:05.209Z,13.4.1,96,321.0131020886662,661.0316633809432,151.49781631855558,0.0003802657627045801,525.2503871583228
Docs7,Cards and code,desktop,7,https://upstash-context7.docs7.io/docs/overview,2026-09-17T11:00:01.430Z,13.4.1,99,322.0058262091937,682.0145655229844,91.99902896513436,0.0003802657627045801,494.10918480707403
Docs7,Cards and code,desktop,8,https://upstash-context7.docs7.io/docs/overview,2026-09-17T11:06:20.187Z,13.4.1,96,322.00873488506954,612.0189255843173,170.99927209291093,0.0003802657627045801,490.3614769207928
Docs7,Cards and code,desktop,9,https://upstash-context7.docs7.io/docs/overview,2026-09-17T11:08:01.346Z,13.4.1,98,321.5058287266676,661.5140860894464,129.49951427277767,0.0003802657627045801,513.2146446590427
Docs7,Cards and code,desktop,10,https://upstash-context7.docs7.io/docs/overview,2026-09-17T11:15:17.714Z,13.4.1,96,441.0094654770618,761.0178792344503,162.99947414016322,0.0003802657627045801,540.021374132036
Mintlify,Cards and code,desktop,1,https://context7.mintlify.dev/docs/overview,2026-09-17T08:58:19.421Z,13.4.1,80,511.7040856961413,922.0252477865043,415.99999999999943,0.0001466717881634331,1137.7152148241148
Mintlify,Cards and code,desktop,2,https://context7.mintlify.dev/docs/overview,2026-09-17T09:02:23.935Z,13.4.1,78,547.5852970920724,1042.038227614522,449.4999999999991,0.0002756117368231141,1224.3839588888495
Mintlify,Cards and code,desktop,3,https://context7.mintlify.dev/docs/overview,2026-09-17T09:15:51.867Z,13.4.1,97,498.98681120997503,1202.0529733520073,69.00000000000023,0.0001466717881634331,886.6307190541507
Mintlify,Cards and code,desktop,4,https://context7.mintlify.dev/docs/overview,2026-09-17T10:49:45.128Z,13.4.1,99,507.9900758638506,961,6,0.0002756117368231141,507.9900758638506
Mintlify,Cards and code,desktop,5,https://context7.mintlify.dev/docs/overview,2026-09-17T10:50:32.363Z,13.4.1,85,511.3665438423169,962.0265116940027,312.5,0.0001466717881634331,1103.2385341661136
Mintlify,Cards and code,desktop,6,https://context7.mintlify.dev/docs/overview,2026-09-17T10:58:07.174Z,13.4.1,88,507.1338230981182,1002.0234589648164,268.99999999999966,0.0001466717881634331,980.8097195701805
Mintlify,Cards and code,desktop,7,https://context7.mintlify.dev/docs/overview,2026-09-17T10:59:00.726Z,13.4.1,98,500.63939611588023,1002.0434905109164,67,0.0001466717881634331,984.1373182544475
Mintlify,Cards and code,desktop,8,https://context7.mintlify.dev/docs/overview,2026-09-17T11:06:30.369Z,13.4.1,90,508.70380304259106,982.0246996284113,230.00000000000045,0.0001466717881634331,940.849539572242
Mintlify,Cards and code,desktop,9,https://context7.mintlify.dev/docs/overview,2026-09-17T11:08:01.949Z,13.4.1,99,506.17026012156884,1021,0,0,582.1496945477074
Mintlify,Cards and code,desktop,10,https://context7.mintlify.dev/docs/overview,2026-09-17T11:15:17.501Z,13.4.1,96,505.37889228510267,1002.033732125413,136.49999999999955,0.0001466717881634331,1033.9890712547324
Docs7,Cards and code,mobile,1,https://upstash-context7.docs7.io/docs/overview,2026-09-17T08:56:52.756Z,13.4.1,92,1201.006792717064,3151.0215102707025,127.5,0,2059.8171492773026
Docs7,Cards and code,mobile,2,https://upstash-context7.docs7.io/docs/overview,2026-09-17T09:02:23.572Z,13.4.1,57,2708.520728107229,8124.799610970694,431.5,0,5035.8989484444955
Docs7,Cards and code,mobile,3,https://upstash-context7.docs7.io/docs/overview,2026-09-17T09:15:52.060Z,13.4.1,63,2709.0258607956107,7995.459440813328,243.5,0,4981.258900175081
Docs7,Cards and code,mobile,4,https://upstash-context7.docs7.io/docs/overview,2026-09-17T10:48:57.865Z,13.4.1,65,2706.014258106948,7909.962578560739,198,0,4910.003702884848
Docs7,Cards and code,mobile,5,https://upstash-context7.docs7.io/docs/overview,2026-09-17T10:50:32.116Z,13.4.1,85,1201.0082563103206,3301.027521034401,319,0,1803.0307984590113
Docs7,Cards and code,mobile,6,https://upstash-context7.docs7.io/docs/overview,2026-09-17T10:57:52.926Z,13.4.1,62,2707.5261846650437,7978.69963117225,292,0,4769.464841324182
Docs7,Cards and code,mobile,7,https://upstash-context7.docs7.io/docs/overview,2026-09-17T10:59:01.679Z,13.4.1,82,1201.011160590523,3301.03720196841,406.00000000000045,0,1996.965062436252
Docs7,Cards and code,mobile,8,https://upstash-context7.docs7.io/docs/overview,2026-09-17T11:06:17.100Z,13.4.1,92,1202.0092747586132,3002.0278242758395,180.4992271034489,0,1996.3265316103507
Docs7,Cards and code,mobile,9,https://upstash-context7.docs7.io/docs/overview,2026-09-17T11:07:01.528Z,13.4.1,61,2712.0297592498487,7994.547754940175,298,0,4998.8486769338515
Docs7,Cards and code,mobile,10,https://upstash-context7.docs7.io/docs/overview,2026-09-17T11:15:01.043Z,13.4.1,66,2706.016994307229,7999.053735430796,224,0,3692.4659960837835
Mintlify,Cards and code,mobile,1,https://context7.mintlify.dev/docs/overview,2026-09-17T08:58:18.860Z,13.4.1,58,3010.0549508784775,13759.219942638327,289,0,6392.915720864661
Mintlify,Cards and code,mobile,2,https://context7.mintlify.dev/docs/overview,2026-09-17T09:02:21.901Z,13.4.1,63,1837.672754071505,7642.039981592328,354.9999999999991,0,4669.6636085487435
Mintlify,Cards and code,mobile,3,https://context7.mintlify.dev/docs/overview,2026-09-17T09:02:45.844Z,13.4.1,60,1842.8348388745358,12533.46884707007,366.5,0,5753.784523087894
Mintlify,Cards and code,mobile,4,https://context7.mintlify.dev/docs/overview,2026-09-17T10:48:57.727Z,13.4.1,72,1856.983808610823,5327.042161644484,284,0,3248.627527329366
Mintlify,Cards and code,mobile,5,https://context7.mintlify.dev/docs/overview,2026-09-17T10:50:31.972Z,13.4.1,52,3011.0245416917887,14184.04314040779,483,0,6443.519921035311
Mintlify,Cards and code,mobile,6,https://context7.mintlify.dev/docs/overview,2026-09-17T10:57:55.282Z,13.4.1,51,3014.019804323596,13783.314670120713,506,0,6373.630519283906
Mintlify,Cards and code,mobile,7,https://context7.mintlify.dev/docs/overview,2026-09-17T10:59:00.800Z,13.4.1,91,1834.2697513772846,3077.013044243393,134,0,2510.663389313957
Mintlify,Cards and code,mobile,8,https://context7.mintlify.dev/docs/overview,2026-09-17T11:06:17.539Z,13.4.1,67,1860.5388023450591,9298.06880393818,246,0,4268.77029899201
Mintlify,Cards and code,mobile,9,https://context7.mintlify.dev/docs/overview,2026-09-17T11:08:01.328Z,13.4.1,74,1830.5252391169038,6849,0,0,4015.1428955105766
Mintlify,Cards and code,mobile,10,https://context7.mintlify.dev/docs/overview,2026-09-17T11:15:07.701Z,13.4.1,66,1830.9708462796102,8002.5408668139935,278.5,0,4370.813684883293
Docs7,Custom React component,desktop,1,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T08:59:26.927Z,13.4.1,96,321.00867526751995,581.018073474,160.99783118311996,0.0003802657627045801,451.8402135759836
Docs7,Custom React component,desktop,2,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T09:01:17.070Z,13.4.1,99,321.0125298512994,641.0292363196986,66,0.0003802657627045801,431.0719659973072
Docs7,Custom React component,desktop,3,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T09:03:23.371Z,13.4.1,87,321.01927565733916,538.0353387051218,307,0.0003802657627045801,518.1233764797375
Docs7,Custom React component,desktop,4,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T10:48:08.618Z,13.4.1,94,321.01590267450683,561.0318053490137,195.99734955424879,0.0003802657627045801,443.41052307038285
Docs7,Custom React component,desktop,5,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T10:51:15.681Z,13.4.1,94,321.0163839310203,701.0423251551355,190.99453868965992,0.0003802657627045801,656.7267693931576
Docs7,Custom React component,desktop,6,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T10:57:14.921Z,13.4.1,97,321.5125291848815,661.5302788634635,135.99895590125993,0.0003802657627045801,471.68905545794564
Docs7,Custom React component,desktop,7,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T10:59:50.739Z,13.4.1,100,321.01363334548023,641.0318111394538,38,0.0003802657627045801,415.6908079718093
Docs7,Custom React component,desktop,8,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T11:05:40.195Z,13.4.1,95,321.0183126224324,521.0335731411261,190.9954218443919,0.0003802657627045801,447.6532912316869
Docs7,Custom React component,desktop,9,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T11:08:21.122Z,13.4.1,99,321.0120476346235,641.0281111474549,88.99799206089608,0.0003802657627045801,469.0115160413934
Docs7,Custom React component,desktop,10,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T11:14:30.869Z,13.4.1,91,321.0163845272232,661.0395959407894,241.9986346227314,0.0003802657627045801,579.7132293663749
Mintlify,Custom React component,desktop,1,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T08:59:30.397Z,13.4.1,92,473.6634924545659,942.0378147989586,208.00000000000023,0.01847902409819425,900.4015943425496
Mintlify,Custom React component,desktop,2,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T09:01:15.075Z,13.4.1,89,469.5439647238418,982.0176206026542,248.49999999999977,0.01847902409819425,903.9900147361222
Mintlify,Custom React component,desktop,3,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T09:03:27.111Z,13.4.1,83,497.8717342222177,922.0188476399899,357.99955124666724,0.01847902409819425,891.7182240443385
Mintlify,Custom React component,desktop,4,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T10:48:08.648Z,13.4.1,88,494.86715063763137,922.0238813453248,253.9999999999999,0.01847902409819425,1490.1079514597527
Mintlify,Custom React component,desktop,5,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T10:51:19.244Z,13.4.1,85,471.7032713094595,862.0265135372788,322.49796049713234,0.01847902409819425,1066.228863259615
Mintlify,Custom React component,desktop,6,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T10:57:19.321Z,13.4.1,93,470.91137479161677,882.0294694154536,202.5,0.01847902409819425,850.7156552386807
Mintlify,Custom React component,desktop,7,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T10:59:52.489Z,13.4.1,99,462.5106592267788,762.018806575212,103,0.01847902409819425,862.6090729414245
Mintlify,Custom React component,desktop,8,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T11:05:43.139Z,13.4.1,82,466.7041386913583,982.0314073297758,339.77912828953947,0.01847902409819425,1590.8684196307915
Mintlify,Custom React component,desktop,9,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T11:08:28.234Z,13.4.1,98,459.22474910514364,662.0134932677729,123.5,0.01847902409819425,785.7060837371017
Mintlify,Custom React component,desktop,10,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T11:14:31.215Z,13.4.1,96,461.70718964269065,982.0472145111619,137.5,0.0188076057211536,779.149412647653
Docs7,Custom React component,mobile,1,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T08:59:17.103Z,13.4.1,67,2106.0260243156304,7426.585324794742,219,0,4938.507689616465
Docs7,Custom React component,mobile,2,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T09:01:10.868Z,13.4.1,92,1201.0086762438723,3301.0289208129084,89.5,0,1880.5053359854037
Docs7,Custom React component,mobile,3,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T09:03:20.939Z,13.4.1,64,2110.023418532359,7566.190396726333,311,0,4976.905375699741
Docs7,Custom React component,mobile,4,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T10:48:08.167Z,13.4.1,97,1202.070351231444,2402.1641528733694,23.5,0,2321.8028370256416
Docs7,Custom React component,mobile,5,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T10:51:10.371Z,13.4.1,62,2108.0240958586996,7562.74627276539,372.5,0,4628.22288152182
Docs7,Custom React component,mobile,6,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T10:57:07.662Z,13.4.1,93,1201.0057826105867,3226.018793484406,17.5,0,1974.231225141299
Docs7,Custom React component,mobile,7,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T10:59:37.386Z,13.4.1,67,2106.02409428224,7450.448522224322,232,0,4716.009326754619
Docs7,Custom React component,mobile,8,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T11:05:32.215Z,13.4.1,92,1201.0130107954142,3151.0412008521444,133.99891576704886,0,1846.4655753542077
Docs7,Custom React component,mobile,9,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T11:08:14.171Z,13.4.1,96,1203.0110843371863,2553.027710842966,127.5,0,1966.4871347690669
Docs7,Custom React component,mobile,10,https://upstash-context7.docs7.io/docs/docs7/components/react-components,2026-09-17T11:14:19.863Z,13.4.1,93,1201.0126118221206,3151.039937436716,5,0,2178.2398035836404
Mintlify,Custom React component,mobile,1,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T08:59:24.167Z,13.4.1,55,3010.037193558438,11775.881129209734,429.0000000000009,0,5666.607959850142
Mintlify,Custom React component,mobile,2,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T09:01:07.644Z,13.4.1,93,1671.7906961552349,2927.019945569942,123.5,0,3225.3790953133835
Mintlify,Custom React component,mobile,3,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T09:03:22.185Z,13.4.1,74,1682.7035643877314,4577.037401744858,355.9999999999991,0,3154.017739016982
Mintlify,Custom React component,mobile,4,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T10:48:08.033Z,13.4.1,70,1702.2818023584136,10357.538403470706,149.5,0,4101.243284391128
Mintlify,Custom React component,mobile,5,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T10:51:15.087Z,13.4.1,58,1707.2502520945663,10874.104329998385,443,0,5591.6996976436985
Mintlify,Custom React component,mobile,6,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T10:57:10.537Z,13.4.1,90,1685.5479333160092,3077.019552078897,183,0,2616.737359600528
Mintlify,Custom React component,mobile,7,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T10:59:46.539Z,13.4.1,80,1677.8390430927861,4277.031356743475,230.5,0,2483.928559077111
Mintlify,Custom React component,mobile,8,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T11:05:33.465Z,13.4.1,70,1676.4452599355875,10332.04607538279,183.5,0,4062.3652693831264
Mintlify,Custom React component,mobile,9,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T11:08:16.220Z,13.4.1,77,1671.3702154663042,6076,0,0,2558.738276207083
Mintlify,Custom React component,mobile,10,https://context7.mintlify.dev/docs/docs7/components/react-components,2026-09-17T11:14:28.948Z,13.4.1,82,1682.5646510205538,4052.024412299751,239.5,0,2394.0473328429075
Docs7,Step-by-step instructions,desktop,1,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T09:06:04.204Z,13.4.1,100,321.0131460259921,601.0284830563161,58.99780899566804,0.0003802657627045801,574.4231916165761
Docs7,Step-by-step instructions,desktop,2,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T09:10:13.180Z,13.4.1,87,321.01121995778806,561.0224399155761,308.99906500351756,0.0003802657627045801,478.35672579075185
Docs7,Step-by-step instructions,desktop,3,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T09:10:18.928Z,13.4.1,95,321.0079327098862,521.014543301458,185.9986778816857,0.0003802657627045801,551.8952670573582
Docs7,Step-by-step instructions,desktop,4,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T10:46:11.042Z,13.4.1,95,321.01170097737395,601.0253521176437,172.99707475565663,0.0003802657627045801,477.3603351040175
Docs7,Step-by-step instructions,desktop,5,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T10:52:20.899Z,13.4.1,100,321.0126639478332,521.0232172376942,27.5,0.0003802657627045801,415.31214711389373
Docs7,Step-by-step instructions,desktop,6,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T10:56:18.314Z,13.4.1,100,321.01218269406456,561.0243653881292,45,0.0003802657627045801,409.2056094114079
Docs7,Step-by-step instructions,desktop,7,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T11:00:44.031Z,13.4.1,99,321.0088959397149,661.0214985209776,80.49851734338085,0.0003802657627045801,442.8550693603154
Docs7,Step-by-step instructions,desktop,8,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T11:04:45.217Z,13.4.1,88,321.01595147406556,521.0292443691202,286.9986707104946,0.0003802657627045801,440.7702371432949
Docs7,Step-by-step instructions,desktop,9,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T11:09:17.917Z,13.4.1,95,321.0210796245493,641.049185790615,182.99648672924184,0.0003802657627045801,481.8309744677633
Docs7,Step-by-step instructions,desktop,10,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T11:13:30.569Z,13.4.1,84,321.014506012885,641.0338473633982,359,0.0003802657627045801,517.3084599741064
Mintlify,Step-by-step instructions,desktop,1,https://context7.mintlify.dev/docs/docs7/components/steps,2026-09-17T09:06:04.811Z,13.4.1,81,476.9347338552101,902.0396142378013,394.99516899539026,0.01700899932937044,1065.3704928410614
Mintlify,Step-by-step instructions,desktop,2,https://context7.mintlify.dev/docs/docs7/components/steps,2026-09-17T09:10:10.824Z,13.4.1,81,473.7326385106771,862.0691673092487,406.99290591700014,0.01700899932937044,945.9343210298915
Mintlify,Step-by-step instructions,desktop,3,https://context7.mintlify.dev/docs/docs7/components/steps,2026-09-17T09:11:39.831Z,13.4.1,90,468.50111214593574,862.021489115331,242.99779598817122,0.017284611066193556,938.2309078012379
Mintlify,Step-by-step instructions,desktop,4,https://context7.mintlify.dev/docs/docs7/components/steps,2026-09-17T10:46:06.717Z,13.4.1,87,472.8671300525445,862.0174324682341,296.99865904090507,0.01700899932937044,897.5685711304127
Mintlify,Step-by-step instructions,desktop,5,https://context7.mintlify.dev/docs/docs7/components/steps,2026-09-17T10:52:18.976Z,13.4.1,83,505.84389491471995,862.025524276733,368.9999999999999,0.01700899932937044,1044.2453723839956
Mintlify,Step-by-step instructions,desktop,6,https://context7.mintlify.dev/docs/docs7/components/steps,2026-09-17T10:56:18.701Z,13.4.1,88,470.5747120413846,942.0336719144566,275.99608466110953,0.01700899932937044,1004.0267649636623
Mintlify,Step-by-step instructions,desktop,7,https://context7.mintlify.dev/docs/docs7/components/steps,2026-09-17T11:00:40.419Z,13.4.1,94,465.70272377412533,982.0248035026169,184.5,0.017284611066193556,864.3184818692052
Mintlify,Step-by-step instructions,desktop,8,https://context7.mintlify.dev/docs/docs7/components/steps,2026-09-17T11:04:42.595Z,13.4.1,98,471.9442072262883,822.0156618218775,111.50000000000023,0.01700899932937044,810.3806270650038
Mintlify,Step-by-step instructions,desktop,9,https://context7.mintlify.dev/docs/docs7/components/steps,2026-09-17T11:09:09.927Z,13.4.1,79,473.45848911384803,862.0240364337917,459.49753472473935,0.01700899932937044,915.4552073901962
Mintlify,Step-by-step instructions,desktop,10,https://context7.mintlify.dev/docs/docs7/components/steps,2026-09-17T11:13:28.419Z,13.4.1,93,469.9275625932769,942.0316141877048,203.5,0.01700899932937044,821.8101490913457
Docs7,Step-by-step instructions,mobile,1,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T09:06:04.552Z,13.4.1,68,2107.0168268155703,7485.9666542009545,181,0,4901.421875815512
Docs7,Step-by-step instructions,mobile,2,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T09:10:06.691Z,13.4.1,94,1202.01314596456,3077.0405333907265,13,0,2124.270854244493
Docs7,Step-by-step instructions,mobile,3,https://upstash-context7.docs7.io/docs/docs7/components/steps,2026-09-17T09:16:20.787Z,13.4.1,66,2107.018746977867,7651.073444884696,251,0,4762.945476849256
